t_sec,mount_tx_pos,mount_ty_pos,mount_tz_pos,mount_rx_pos,mount_ry_pos,mount_rz_pos
21.072228,0.0,0.0,0.0,0.0,0.0,0.0
21.074168,0.0,0.0,0.0,0.0,0.0,0.0
21.07597,0.0,0.0,0.0,0.0,0.0,0.0
21.077837,0.0,0.0,0.0,0.0,0.0,0.0
21.079639,0.0,0.0,0.0,0.0,0.0,0.0
21.081507,0.0,0.0,0.0,0.0,0.0,0.0
21.083265,0.0,0.0,0.0,0.0,0.0,0.0
21.085162,0.0,0.0,0.0,0.0,0.0,0.0
21.086998,0.0,0.0,0.0,0.0,0.0,0.0
21.088844,0.0,0.0,0.0,0.0,0.0,0.0
21.090687,0.0,0.0,0.0,0.0,0.0,0.0
21.092397,0.0,0.0,0.0,0.0,0.0,0.0
21.09434,0.0,0.0,0.0,0.0,0.0,0.0
21.096165,0.0,0.0,0.0,0.0,0.0,0.0
21.09794,0.0,0.0,0.0,0.0,0.0,0.0
21.099825,0.0,0.0,0.0,0.0,0.0,0.0
21.101664,0.0,0.0,0.0,0.0,0.0,0.0
21.103487,0.0,0.0,0.0,0.0,0.0,0.0
21.105335,0.0,0.0,0.0,0.0,0.0,0.0
21.107172,0.0,0.0,0.0,0.0,0.0,0.0
21.108994,0.0,0.0,0.0,0.0,0.0,0.0
21.11082,0.0,0.0,0.0,0.0,0.0,0.0
21.112648,0.0,0.0,0.0,0.0,0.0,0.0
21.114486,0.0,0.0,0.0,0.0,0.0,0.0
21.116366,0.0,0.0,0.0,0.0,0.0,0.0
21.118148,0.0,0.0,0.0,0.0,0.0,0.0
21.119996,0.0,0.0,0.0,0.0,0.0,0.0
21.121824,0.0,0.0,0.0,0.0,0.0,0.0
21.12367,0.0,0.0,0.0,0.0,0.0,0.0
21.125485,0.0,0.0,0.0,0.0,0.0,0.0
21.127375,0.0,0.0,0.0,0.0,0.0,0.0
21.129133,0.0,0.0,0.0,0.0,0.0,0.0
21.131003,0.0,0.0,0.0,0.0,0.0,0.0
21.132796,0.0,0.0,0.0,0.0,0.0,0.0
21.134688,0.0,0.0,0.0,0.0,0.0,0.0
21.136489,0.0,0.0,0.0,0.0,0.0,0.0
21.13834,0.0,0.0,0.0,0.0,0.0,0.0
21.140118,0.0,0.0,0.0,0.0,0.0,0.0
21.141951,0.0,0.0,0.0,0.0,0.0,0.0
21.143833,0.0,0.0,0.0,0.0,0.0,0.0
21.145659,0.0,0.0,0.0,0.0,0.0,0.0
21.147471,0.0,0.0,0.0,0.0,0.0,0.0
21.149325,0.0,0.0,0.0,0.0,0.0,0.0
21.151165,0.0,0.0,0.0,0.0,0.0,0.0
21.152967,0.0,0.0,0.0,0.0,0.0,0.0
21.15483,0.0,0.0,0.0,0.0,0.0,0.0
21.156652,0.0,0.0,0.0,0.0,0.0,0.0
21.158496,0.0,0.0,0.0,0.0,0.0,0.0
21.160325,0.0,0.0,0.0,0.0,0.0,0.0
21.162063,0.0,0.0,0.0,0.0,0.0,0.0
21.164007,0.0,0.0,0.0,0.0,0.0,0.0
21.165835,0.0,0.0,0.0,0.0,0.0,0.0
21.167651,0.0,0.0,0.0,0.0,0.0,0.0
21.169509,0.0,0.0,0.0,0.0,0.0,0.0
21.171299,0.0,0.0,0.0,0.0,0.0,0.0
21.17315,0.0,0.0,0.0,0.0,0.0,0.0
21.174963,0.0,0.0,0.0,0.0,0.0,0.0
21.176829,0.0,0.0,0.0,0.0,0.0,0.0
21.178651,0.0,0.0,0.0,0.0,0.0,0.0
21.180505,0.0,0.0,0.0,0.0,0.0,0.0
21.182215,0.0,0.0,0.0,0.0,0.0,0.0
21.184167,0.0,0.0,0.0,0.0,0.0,0.0
21.185996,0.0,0.0,0.0,0.0,0.0,0.0
21.187822,0.0,0.0,0.0,0.0,0.0,0.0
21.189636,0.0,0.0,0.0,0.0,0.0,0.0
21.191458,0.0,0.0,0.0,0.0,0.0,0.0
21.193328,0.0,0.0,0.0,0.0,0.0,0.0
21.195149,0.0,0.0,0.0,0.0,0.0,0.0
21.196996,0.0,0.0,0.0,0.0,0.0,0.0
21.19882,0.0,0.0,0.0,0.0,0.0,0.0
21.20067,0.0,0.0,0.0,0.0,0.0,0.0
21.202432,0.0,0.0,0.0,0.0,0.0,0.0
21.204351,0.0,0.0,0.0,0.0,0.0,0.0
21.20614,0.0,0.0,0.0,0.0,0.0,0.0
21.207999,0.0,0.0,0.0,0.0,0.0,0.0
21.209829,0.0,0.0,0.0,0.0,0.0,0.0
21.211609,0.0,0.0,0.0,0.0,0.0,0.0
21.213494,0.0,0.0,0.0,0.0,0.0,0.0
21.215332,0.0,0.0,0.0,0.0,0.0,0.0
21.217137,0.0,0.0,0.0,0.0,0.0,0.0
21.219007,0.0,0.0,0.0,0.0,0.0,0.0
21.22082,0.0,0.0,0.0,0.0,0.0,0.0
21.222569,0.0,0.0,0.0,0.0,0.0,0.0
21.224491,0.0,0.0,0.0,0.0,0.0,0.0
21.226323,0.0,0.0,0.0,0.0,0.0,0.0
21.228159,0.0,0.0,0.0,0.0,0.0,0.0
21.23,0.0,0.0,0.0,0.0,0.0,0.0
21.231824,0.0,0.0,0.0,0.0,0.0,0.0
21.233667,0.0,0.0,0.0,0.0,0.0,0.0
21.235569,0.0,0.0,0.0,0.0,0.0,0.0
21.237349,0.0,0.0,0.0,0.0,0.0,0.0
21.239136,0.0,0.0,0.0,0.0,0.0,0.0
21.24099,0.0,0.0,0.0,0.0,0.0,0.0
21.242814,0.0,0.0,0.0,0.0,0.0,0.0
21.244601,0.0,0.0,0.0,0.0,0.0,0.0
21.24648,0.0,0.0,0.0,0.0,0.0,0.0
21.248316,0.0,0.0,0.0,0.0,0.0,0.0
21.2502,0.0,0.0,0.0,0.0,0.0,0.0
21.251944,0.0,0.0,0.0,0.0,0.0,0.0
21.253838,0.0,0.0,0.0,0.0,0.0,0.0
21.255659,0.0,0.0,0.0,0.0,0.0,0.0
21.257506,0.0,0.0,0.0,0.0,0.0,0.0
21.259311,0.0,0.0,0.0,0.0,0.0,0.0
21.261163,0.0,0.0,0.0,0.0,0.0,0.0
21.262967,0.0,0.0,0.0,0.0,0.0,0.0
21.264833,0.0,0.0,0.0,0.0,0.0,0.0
21.266616,0.0,0.0,0.0,0.0,0.0,0.0
21.268531,0.0,0.0,0.0,0.0,0.0,0.0
21.270325,0.0,0.0,0.0,0.0,0.0,0.0
21.272052,0.0,0.0,0.0,0.0,0.0,0.0
21.274016,0.0,0.0,0.0,0.0,0.0,0.0
21.275881,0.0,0.0,0.0,0.0,0.0,0.0
21.277725,0.0,0.0,0.0,0.0,0.0,0.0
21.279491,0.0,0.0,0.0,0.0,0.0,0.0
21.281313,0.0,0.0,0.0,0.0,0.0,0.0
21.283241,0.0,0.0,0.0,0.0,0.0,0.0
21.285038,0.0,0.0,0.0,0.0,0.0,0.0
21.28684,0.0,0.0,0.0,0.0,0.0,0.0
21.288644,0.0,0.0,0.0,0.0,0.0,0.0
21.290496,0.0,0.0,0.0,0.0,0.0,0.0
21.292219,0.0,0.0,0.0,0.0,0.0,0.0
21.294161,0.0,0.0,0.0,0.0,0.0,0.0
21.296,0.0,0.0,0.0,0.0,0.0,0.0
21.297838,0.0,0.0,0.0,0.0,0.0,0.0
21.299675,0.0,0.0,0.0,0.0,0.0,0.0
21.301488,0.0,0.0,0.0,0.0,0.0,0.0
21.303327,0.0,0.0,0.0,0.0,0.0,0.0
21.305162,0.0,0.0,0.0,0.0,0.0,0.0
21.306996,0.0,0.0,0.0,0.0,0.0,0.0
21.308817,0.0,0.0,0.0,0.0,0.0,0.0
21.310676,0.0,0.0,0.0,0.0,0.0,0.0
21.312428,0.0,0.0,0.0,0.0,0.0,0.0
21.314332,0.0,0.0,0.0,0.0,0.0,0.0
21.316143,0.0,0.0,0.0,0.0,0.0,0.0
21.318009,0.0,0.0,0.0,0.0,0.0,0.0
21.319824,0.0,0.0,0.0,0.0,0.0,0.0
21.321779,0.0,0.0,0.0,0.0,0.0,0.0
21.323472,0.0,0.0,0.0,0.0,0.0,0.0
21.325336,0.0,0.0,0.0,0.0,0.0,0.0
21.327169,0.0,0.0,0.0,0.0,0.0,0.0
21.329001,0.0,0.0,0.0,0.0,0.0,0.0
21.330843,0.0,0.0,0.0,0.0,0.0,0.0
21.332634,0.0,0.0,0.0,0.0,0.0,0.0
21.334501,0.0,0.0,0.0,0.0,0.0,0.0
21.336324,0.0,0.0,0.0,0.0,0.0,0.0
21.33817,0.0,0.0,0.0,0.0,0.0,0.0
