t_sec,world_pos_err_m,world_orient_err_rad,base_pos_err_m,base_orient_err_rad,solve_time_us
9.427506,0.014001735171103716,0.05663612668723404,0.014001735171103655,0.0566361266872341,1236.0
9.429586,0.014718122085375285,0.0538502836070823,0.014718122085375315,0.053850283607082286,1178.0
9.43086,0.015006552705085816,0.05220761257584968,0.015006552705085835,0.05220761257584967,1198.0
9.432833,0.11448802020109106,1.6439522176682786,0.11448802020109106,1.6439522176682781,1166.0
9.434658,0.06552255083341736,0.35031244925846095,0.06552255083341742,0.35031244925846083,1166.0
9.437245,0.011819058065519077,0.07343025353180288,0.011819058065519127,0.07343025353180292,1378.0
9.439129,0.016779274225495317,0.06352738855065722,0.016779274225495293,0.06352738855065715,1623.0
9.441053,0.017416674557411763,0.05947220756782296,0.017416674557411766,0.05947220756782299,1184.0
9.442898,0.113807991996165,1.6631751094410197,0.11380799199616501,1.6631751094410197,1395.0
9.444609,0.06340018781142484,0.36457969613373054,0.06340018781142492,0.36457969613373037,1171.0
9.446294,0.01404288503366117,0.08963047567365552,0.01404288503366117,0.08963047567365552,1259.0
9.448936,0.01958301210542401,0.07834362999931521,0.019583012105423944,0.07834362999931516,1145.0
9.449943,0.06265507789506768,0.28375726829006126,0.06265507789506763,0.2837572682900612,1120.0
9.452332,0.07055169830422287,0.30828892381321354,0.07055169830422285,0.30828892381321366,1226.0
9.454465,0.013891280036660065,0.07185082044052772,0.013891280036660042,0.07185082044052782,1152.0
9.45606,0.020364120920148856,0.06721529584536648,0.02036412092014888,0.0672152958453665,1283.0
9.45796,0.021044236941752777,0.06260283378484258,0.021044236941752854,0.06260283378484252,1090.0
9.45955,0.061038086531269985,0.2724827745209575,0.06103808653127,0.2724827745209576,1135.0
9.462219,0.06902123125246573,0.2982210080781207,0.06902123125246577,0.2982210080781208,1042.0
9.464925,0.013709530527465014,0.060763273288908334,0.013709530527464982,0.06076327328890836,1538.0
9.465945,0.020477152791273205,0.054760028221276166,0.02047715279127322,0.05476002822127616,1190.0
9.467597,0.021191144059617403,0.051107283591204866,0.021191144059617393,0.051107283591204845,1133.0
9.469533,0.1171758531343001,1.6558133571330778,0.11717585313430012,1.6558133571330778,1055.0
9.471882,0.05864938509550328,0.3573817619630725,0.058649385095503305,0.35738176196307253,1174.0
9.473554,0.017402562945865337,0.08081019258181191,0.017402562945865296,0.08081019258181188,1090.0
9.475651,0.023984380625135596,0.07075143126775792,0.023984380625135634,0.07075143126775789,1167.0
9.477948,0.024328472060547803,0.06565716054068062,0.024328472060547824,0.06565716054068056,1130.0
9.479608,0.02410555115773998,0.06087189105682073,0.024105551157739966,0.06087189105682075,1187.0
9.481246,0.05888313340768743,0.2665893231368089,0.05888313340768739,0.26658932313680905,1069.0
9.483477,0.018422309227391465,0.06128737365517135,0.018422309227391433,0.06128737365517131,1223.0
9.4858,0.024717948091074856,0.06142969099743209,0.02471794809107485,0.06142969099743199,1122.0
9.487016,0.025207612058416432,0.05666434726839898,0.025207612058416425,0.05666434726839902,1161.0
9.489239,0.025023127979315985,0.05212641691089023,0.025023127979315978,0.05212641691089021,1061.0
9.491412,0.060130260184614086,0.2662256837632364,0.060130260184614086,0.26622568376323646,1366.0
9.493536,0.06778111997138601,0.29170786541291754,0.06778111997138597,0.2917078654129176,1066.0
9.495013,0.017401233627311163,0.05053321588299008,0.017401233627311156,0.050533215882990104,1196.0
9.496651,0.02414975773944495,0.04616769955590427,0.02414975773944502,0.04616769955590432,1064.0
9.499053,0.024760316259639575,0.04257429035919864,0.024760316259639627,0.04257429035919861,1113.0
9.502785,0.11857159690919179,1.6553161716401539,0.1185715969091918,1.655316171640154,1495.0
9.504108,0.057752679847373256,0.36427731400371227,0.05775267984737324,0.36427731400371227,1248.0
9.505106,0.021276499077338727,0.0792415604682742,0.021276499077338706,0.07924156046827428,1196.0
9.507123,0.027723675331539768,0.06716917015593658,0.027723675331539768,0.06716917015593654,1131.0
9.508767,0.027906866749348093,0.06181235183952147,0.027906866749348086,0.061812351839521516,1099.0
9.511079,0.05749474801481164,0.2650354134686197,0.05749474801481167,0.26503541346861975,1102.0
9.51264,0.06496732991455435,0.2893931956889546,0.06496732991455433,0.28939319568895455,1139.0
9.51482,0.01994379329358016,0.05546152540583015,0.019943793293580134,0.05546152540583001,1142.0
9.516692,0.027194652945869213,0.05618109355099445,0.02719465294586929,0.05618109355099446,1168.0
9.519132,0.027645991880463922,0.05169060829733741,0.027645991880463832,0.05169060829733743,1117.0
9.520644,0.05732922294945212,0.26082210853921844,0.05732922294945211,0.2608221085392184,1121.0
9.52274,0.0648259929128468,0.2857760509740341,0.06482599291284682,0.285776050974034,1075.0
9.524639,0.019482440459115142,0.048155910803406775,0.019482440459115125,0.04815591080340673,1100.0
9.527657,0.026782090728975905,0.04737002994528464,0.026782090728975826,0.047370029945284525,1426.0
9.528675,0.02725295155132294,0.043512461721696184,0.027252951551322922,0.04351246172169627,1152.0
9.530327,0.02692188760258796,0.039839265970333895,0.026921887602587992,0.03983926597033392,1200.0
9.532042,0.12207469694321174,1.6511508668076504,0.12207469694321167,1.6511508668076504,1152.0
9.534157,0.02378588383405556,0.21609098243227925,0.0237858838340556,0.21609098243227923,1138.0
9.536911,0.023627954100805763,0.06118428793105813,0.02362795410080571,0.06118428793105807,1470.0
9.539181,0.022193485462481084,0.05683011957874332,0.022193485462481018,0.05683011957874321,1508.0
9.541057,0.021838083876103608,0.05316328386030733,0.02183808387610356,0.05316328386030727,1274.0
9.544147,0.12450717990161386,1.6462972662009954,0.12450717990161385,1.646297266200995,1167.0
9.545089,0.05787268279665136,0.37117579760032576,0.057872682796651406,0.37117579760032576,1170.0
9.547199,0.017835904049475756,0.08650672236362147,0.017835904049475746,0.08650672236362146,1248.0
9.54819,0.025298922861607915,0.07505822558484165,0.025298922861607922,0.07505822558484174,1198.0
9.549869,0.025620746815855768,0.06952849227691091,0.02562074681585572,0.06952849227691094,1202.0
9.552162,0.12386664924585283,1.6719557163046448,0.12386664924585292,1.6719557163046448,1218.0
9.553741,0.023236018762160356,0.2422385200370828,0.02323601876216037,0.24223852003708302,1191.0
9.555947,0.023071512030811522,0.09234617819418149,0.023071512030811443,0.09234617819418134,1300.0
9.557818,0.02182518424894622,0.08468356378168637,0.021825184248946267,0.08468356378168633,1128.0
9.560024,0.12648158785687472,1.671006989904819,0.1264815878568747,1.671006989904819,1138.0
9.56186,0.05631600279446256,0.39518233520224955,0.0563160027944625,0.39518233520224955,1227.0
9.56486,0.017492935167221328,0.12000605309927723,0.017492935167221325,0.12000605309927727,1129.0
9.565943,0.02548369272001884,0.10852715616541676,0.025483692720018807,0.10852715616541687,1270.0
9.567372,0.02574380829169583,0.10117458884873085,0.025743808291695817,0.10117458884873091,1145.0
9.569982,0.025302210101637457,0.09407174080302182,0.02530221010163748,0.0940717408030218,1358.0
9.572417,0.024833192929755932,0.0874214077450959,0.024833192929755894,0.08742140774509602,1968.0
9.575399,0.12411088726297306,1.6826347215907798,0.12411088726297312,1.6826347215907798,1617.0
9.5776,0.05499489906187626,0.3995913735863624,0.05499489906187624,0.3995913735863623,1778.0
9.580532,0.020627012552540888,0.12616785902900834,0.02062701255254085,0.12616785902900826,1158.0
9.581681,0.02827885098334014,0.11466761652827849,0.028278850983340133,0.11466761652827849,1691.0
9.584773,0.12464078866791095,1.7116684996078066,0.12464078866791097,1.7116684996078069,1147.0
9.586056,0.051174034535424996,0.42019795415141936,0.051174034535425024,0.42019795415141925,1808.0
9.589049,0.024911104360377107,0.15307487776957054,0.024911104360377082,0.15307487776957057,1334.0
9.590773,0.032617294748430926,0.14170206119588896,0.032617294748430926,0.14170206119588907,1318.0
9.59204,0.0325336251545366,0.13245205366100507,0.032533625154536616,0.13245205366100501,1224.0
9.593961,0.12390890561443237,1.735207547083477,0.12390890561443238,1.735207547083477,1625.0
9.595666,0.04881547816111158,0.43681484767846607,0.0488154781611115,0.43681484767846596,1272.0
9.59815,0.028240846023402322,0.17394790920391145,0.02824084602340231,0.17394790920391157,1400.0
9.599915,0.03583056989339732,0.16215959963828516,0.03583056989339723,0.1621595996382852,1373.0
9.601825,0.03557489851477144,0.1518179599584315,0.03557489851477134,0.15181795995843148,1273.0
9.60503,0.12319217024203802,1.7572929704341755,0.12319217024203802,1.7572929704341753,1270.0
9.606176,0.04683589606939706,0.45311861760206323,0.04683589606939704,0.4531186176020633,1655.0
9.60875,0.031249379944458394,0.19395422820891473,0.03124937994445838,0.19395422820891464,1627.0
9.61086,0.03872156859770923,0.18169619111482213,0.03872156859770927,0.18169619111482213,1517.0
9.613708,0.12266012333075853,1.7863269884530382,0.12266012333075858,1.786326988453038,1257.0
9.615098,0.03516090048013284,0.36157128977878,0.035160900480132845,0.3615712897787799,1220.0
9.616332,0.03709273590981628,0.20436588636836597,0.03709273590981628,0.2043658863683658,1248.0
9.620145,0.0350461631089682,0.18375592333849608,0.03504616310896822,0.1837559233384963,1397.0
9.621439,0.03382976570197456,0.17189688879393603,0.03382976570197457,0.171896888793936,1326.0
9.622602,0.12479643392110971,1.7721820162960142,0.12479643392110965,1.7721820162960145,1333.0
9.625253,0.0466903891507909,0.46962788421384954,0.046690389150790906,0.4696278842138495,1260.0
9.62709,0.02923074859735037,0.21385661703885975,0.0292307485973504,0.21385661703885986,1379.0
9.629283,0.037013860904118276,0.20182171897065426,0.03701386090411829,0.2018217189706543,1339.0
9.631826,0.03665649823282392,0.18953178569062296,0.03665649823282387,0.1895317856906229,1673.0
9.634132,0.12364176998718233,1.793504442598691,0.12364176998718233,1.7935044425986915,1675.0
9.63695,0.04492905046516809,0.4848651036941586,0.04492905046516801,0.4848651036941585,1703.0
9.638863,0.032170412696312566,0.2319139714020028,0.032170412696312635,0.23191397140200276,1262.0
9.639883,0.03978195122958232,0.2193422737002821,0.03978195122958226,0.21934227370028203,1222.0
9.642228,0.1227577890683144,1.823165330229549,0.12275778906831447,1.8231653302295483,1714.0
9.644605,0.04205994978189969,0.5069986519324519,0.04205994978189963,0.5069986519324517,1219.0
9.646192,0.036118452263843435,0.2594399657108994,0.03611845226384342,0.25943996571089933,1248.0
9.648463,0.04354326589234794,0.2463372914607349,0.043543265892347895,0.24633729146073488,1213.0
9.649601,0.12187704943693284,1.851588130645168,0.1218770494369328,1.851588130645168,1224.0
9.651968,0.03961048592699612,0.529389642942193,0.03961048592699601,0.5293896429421932,1203.0
9.653877,0.03982184626029463,0.28647502820173304,0.03982184626029455,0.28647502820173293,1207.0
9.655515,0.04704712881680232,0.27270429328287726,0.0470471288168023,0.27270429328287726,1247.0
9.657787,0.04612304794717225,0.25692451202839645,0.04612304794717237,0.25692451202839645,1197.0
9.659692,0.04434220317182711,0.24288540376781378,0.04434220317182708,0.2428854037678138,1200.0
9.661535,0.04917725901343667,0.35844888164228955,0.04917725901343663,0.3584488816422894,1160.0
9.663853,0.05553519562382562,0.37121844245556035,0.05553519562382563,0.3712184424555606,1191.0
9.665349,0.035701492358842894,0.2283334043797533,0.03570149235884296,0.2283334043797533,1139.0
9.666791,0.04346884392870018,0.23547207251201055,0.043468843928700186,0.2354720725120106,1109.0
9.668978,0.042937149444024714,0.2215190550885442,0.04293714944402474,0.22151905508854408,1062.0
9.671165,0.04985826049642435,0.3413275126938637,0.049858260496424237,0.3413275126938637,1075.0
9.672619,0.05625019479702627,0.35493283696759165,0.056250194797026205,0.35493283696759165,1067.0
9.674829,0.03451225037371526,0.20896164138647802,0.03451225037371531,0.20896164138647796,1159.0
9.677201,0.04222292840431613,0.21677763114208617,0.04222292840431611,0.21677763114208617,1022.0
9.678918,0.04176302106299893,0.20372573265127897,0.04176302106299892,0.20372573265127888,1204.0
9.681042,0.05042798732816478,0.3275047647291419,0.05042798732816481,0.3275047647291419,1074.0
9.682612,0.05687319169507877,0.3419108808282567,0.056873191695078734,0.34191088082825677,1113.0
9.684573,0.03340662122053383,0.192892797307748,0.033406621220533846,0.19289279730774797,1034.0
9.686683,0.041091138608445175,0.20077219587848166,0.04109113860844511,0.20077219587848166,1347.0
9.688143,0.0406935639974123,0.18849881549870826,0.040693563997412245,0.18849881549870837,1019.0
9.690537,0.050897940986544064,0.31601024789120175,0.05089794098654407,0.31601024789120186,1049.0
9.69252,0.057398263038805714,0.33115470487485515,0.0573982630388057,0.3311547048748552,1048.0
9.694124,0.0323899479368662,0.1792429679209995,0.0323899479368662,0.17924296792099953,1008.0
9.695988,0.04004128591501354,0.18710761896188266,0.040041285915013526,0.18710761896188272,994.0
9.69863,0.0396994625975263,0.17550584054898122,0.03969946259752628,0.17550584054898116,959.0
9.700074,0.03852703978914191,0.16390813357941333,0.03852703978914195,0.16390813357941325,1001.0
9.70234,0.05225394441224843,0.29957466077371425,0.05225394441224841,0.29957466077371425,990.0
9.704486,0.032322904685744176,0.16777564831979874,0.032322904685744155,0.16777564831979866,1103.0
9.706081,0.03907291008077348,0.17553379693704996,0.03907291008077349,0.17553379693704999,1087.0
9.708722,0.038702107233859584,0.16433653748663848,0.03870210723385951,0.16433653748663846,1562.0
9.711308,0.03762609518311132,0.15317772774208513,0.037626095183111316,0.15317772774208496,1320.0
9.712932,0.1163334477131773,1.7867262011890623,0.11633344771317733,1.7867262011890626,1363.0
9.71504,0.05018491667962642,0.454876238342143,0.050184916679626414,0.45487623834214314,1387.0
9.716897,0.03378742811454093,0.19598620586051155,0.03378742811454096,0.19598620586051144,1367.0
9.720009,0.04045041086323248,0.18221488704323371,0.040450410863232464,0.18221488704323355,1344.0
9.72155,0.039919430947670066,0.17067313509019963,0.03991943094767005,0.17067313509019974,1282.0
9.723483,0.11529939927214278,1.8104497659992262,0.11529939927214278,1.8104497659992262,1424.0
9.725423,0.04871533526472269,0.46936780539053413,0.048715335264722735,0.4693678053905341,1322.0
9.727249,0.036052726949727915,0.21325891017853582,0.03605272694972792,0.21325891017853577,1252.0
9.729049,0.04263069908783593,0.1987940767758672,0.04263069908783593,0.1987940767758672,1301.0
9.730657,0.041972840648222424,0.18641182615031437,0.04197284064822243,0.18641182615031437,1227.0
9.732457,0.11425865957015657,1.833532058806198,0.11425865957015656,1.8335320588061979,1539.0
9.735141,0.047608233748186665,0.4833390375444094,0.047608233748186714,0.48333903754440954,1169.0
9.736232,0.037985904446837304,0.2290301833111094,0.0379859044468373,0.2290301833111094,1251.0
9.738001,0.044467190227494645,0.21382442472326746,0.044467190227494624,0.21382442472326754,1153.0
9.739657,0.04370209677093697,0.20067927396937427,0.04370209677093697,0.2006792739693742,1425.0
9.741146,0.11312828362471196,1.855411065089876,0.11312828362471197,1.855411065089876,1226.0
9.743271,0.03733672046210963,0.3933347138034886,0.03733672046210968,0.3933347138034886,1078.0
9.74528,0.04047979918321372,0.22608826487963588,0.04047979918321374,0.22608826487963604,1074.0
9.747657,0.0381259863401129,0.2003358170694929,0.03812598634011286,0.2003358170694929,1052.0
9.749239,0.03680669309293518,0.18726568049115366,0.03680669309293522,0.18726568049115366,1076.0
9.751728,0.053652089158842106,0.32481631002417327,0.05365208915884216,0.32481631002417344,1082.0
9.753147,0.030886737491781852,0.19325779854635688,0.030886737491781877,0.19325779854635694,1326.0
9.755245,0.03748325360636369,0.19924050187810294,0.03748325360636365,0.19924050187810283,1085.0
9.756607,0.037185416975039125,0.186764007751514,0.03718541697503913,0.18676400775151392,1066.0
9.758656,0.03613654971099089,0.1747990246043115,0.03613654971099099,0.1747990246043116,984.0
9.7607,0.05616529043429177,0.32002680243735776,0.05616529043429181,0.3200268024373577,995.0
9.763089,0.06289316557402765,0.3361950505322356,0.06289316557402762,0.3361950505322355,971.0
9.764806,0.028497651340276604,0.17185830413551,0.028497651340276656,0.17185830413551004,994.0
9.76711,0.03556078923700851,0.17678547790967147,0.03556078923700851,0.17678547790967147,1026.0
9.769459,0.03546093778423164,0.16553826490116005,0.03546093778423165,0.16553826490116008,1484.0
9.771026,0.034571437397981894,0.15423976085036456,0.03457143739798183,0.1542397608503645,1153.0
9.772591,0.05720023305347677,0.30648626378343047,0.05720023305347684,0.3064862637834304,1065.0
9.77455,0.029046294326902537,0.16058469955274568,0.029046294326902485,0.16058469955274574,989.0
9.776515,0.03529751656134322,0.16584206876618657,0.035297516561343154,0.16584206876618665,1092.0
9.778834,0.035124107962349015,0.1549131231132349,0.035124107962349084,0.15491312311323485,1001.0
9.780589,0.05886563190107991,0.31046078239012737,0.0588656319010798,0.3104607823901274,1062.0
9.782187,0.06556720307114947,0.3276924129535056,0.0655672030711494,0.3276924129535055,1044.0
9.784644,0.02795503837966575,0.15285003960444718,0.02795503837966577,0.15285003960444724,1051.0
9.786019,0.03465230338699067,0.156993116100127,0.03465230338699065,0.15699311610012695,998.0
9.788308,0.034599582006894385,0.146729961939643,0.03459958200689448,0.14672996193964288,1251.0
9.78978,0.033795872376057516,0.1362953451829896,0.03379587237605752,0.13629534518298952,1010.0
9.792212,0.05951649691877097,0.2982536125352759,0.05951649691877094,0.2982536125352758,1060.0
9.794163,0.028831009948101113,0.14345607905371158,0.028831009948101106,0.14345607905371166,985.0
9.796497,0.034757582500092504,0.1480358799344396,0.03475758250009256,0.1480358799344396,979.0
9.798164,0.03460340370461179,0.13791218313369907,0.03460340370461179,0.13791218313369916,976.0
9.799875,0.06098329286774823,0.302379830404099,0.06098329286774829,0.302379830404099,992.0
9.802022,0.06766931626625905,0.32051674090844984,0.06766931626625895,0.3205167409084498,1379.0
9.803467,0.027806237614828134,0.13671742666237954,0.0278062376148281,0.13671742666237965,1001.0
9.805993,0.034137625692422804,0.14007810770231208,0.03413762569242277,0.1400781077023121,1039.0
